10221362,The safety and tolerability of zolpidem--an update.,"Darcourt G, Pringuey D, Salliere D, Lavoisy J",J Psychopharmacol. 1999;13(1):81-93.,"Zolpidem belongs to a new class of hypnotic agents, chemically distinct from the pre-existing ones, and has a unique neuropharmacological profile. It induces sedative/hypnotic effects in rodents at doses much lower than those for anticonvulsant and myorelaxant activities. Clinically, zolpidem is indicated for the short term treatment of insomnia. It has a short half-life (2.4h), with no active metabolite, and does not accumulate during repeated administration. The pharmacokinetic profile associated with the absence of active metabolites is consistent with the short duration of action and absence of residual effects that have been observed. Polysomnographic experience indicates that zolpidem induces a sleep pattern which is similar to that of physiological sleep, and which produces either no or only minimal effects on sleep architecture after abrupt discontinuation. Aspects of the general safety of zolpidem have been studied in data obtained from healthy volunteers and patients, both adult and elderly, during its clinical development and in post-marketing experience. Zolpidem appears to be well-tolerated in adults and in the elderly, when administered in accordance with prescribing instructions. The available data indicate that, in these circumstances, the risk of abuse or dependence is minimal.","Adult, Animals, Humans, Hypnotics and Sedatives/*adverse effects/therapeutic use, Pyridines/*adverse effects/therapeutic use, Sleep Initiation and Maintenance Disorders/drug therapy",-1
12610886,Characteristics of systemic and topical agents implicated in toxicity of the middle and inner ear.,Roland PS,Ear Nose Throat J. 2003 Jan;82 Suppl 1:3-8.,MISSING,"Administration, Topical, Animals, Anti-Bacterial Agents/*toxicity, *Drug-Related Side Effects and Adverse Reactions, Ear, Inner/*drug effects, Ear, Middle/*drug effects, Humans",-1
8629546,A practical approach to the patient with back pain.,Gillette RD,"Am Fam Physician. 1996 Feb 1;53(2):670-6, 683-4.","Management of back pain is most likely to be effective when treatment is based on a specific diagnosis, when patients are followed proactively to recovery and when psychosocial factors receive appropriate attention. Selected non-habit-forming drugs are useful, especially when taken on a regular basis rather than on an ""as needed"" basis. Rest is less useful in the management of back pain than previously believed and may be counterproductive. Surgery has value only in carefully selected patients, primarily those with well-documented sciatic nerve injury that has not responded to a course of conservative treatment.","Acute Disease, *Back Pain/etiology/therapy, Chronic Disease, Humans, Prognosis, Syndrome",-1
12167526,An open case series on the utility of tiagabine as an augmentation in refractory bipolar outpatients.,"Schaffer LC, Schaffer CB, Howe J",J Affect Disord. 2002 Sep;71(1-3):259-63.,"BACKGROUND: Tiagabine (Gabitril) is a GABA uptake inhibitor recently introduced in the United States as an adjunctive treatment for partial complex seizures. Three published studies have addressed the use of tiagabine for bipolar disorder (BPD); two described positive results and one negative results. We assessed the efficacy of add-on tiagabine in a larger sample of adult BPD outpatients. METHODS: Twenty-two adult outpatients with DSM-IV diagnosed BPD of some type who were considered unsatisfactory responders to standard medications for BPD were treated in an open fashion with adjunctive tiagabine in a low-dose range. After baseline demographic data and mood state at the time of entry were documented, each patient was monitored clinically for at least 6 months while the dose of tiagabine was adjusted according to the patient's clinical status. The subjects were rated using the clinical global impression-bipolar version scale (CGI-BP). RESULTS: After 6 months, eight (36%) of the patients were responders to tiagabine by CGI-BP rating. The dose range of tiagabine for responders was 1-8 mg per day. All 14 nonresponders had to discontinue tiagabine because of unacceptable but reversible side effects; one nonresponder experienced breakthrough absence seizures. LIMITATIONS: This study was performed in a nonrandom, open naturalistic clinical setting. The sample size was small. CONCLUSIONS: Low-dose tiagabine appears to have mood-stabilizing and antimanic properties as an add-on medication for some adult outpatients who have BPD refractory to standard medications. Tiagabine appears to be safe for most adult BPD outpatients. The results of this preliminary open study await confirmation by double-blind controlled studies.","Administration, Oral, Adult, Bipolar Disorder/*drug therapy/psychology, Dose-Response Relationship, Drug, Drug Resistance, Female, GABA Agonists/administration & dosage/*pharmacology, Humans, Male, Middle Aged, Nipecotic Acids/administration & dosage/*pharmacology, Severity of Illness Index, Treatment Outcome",-1
11036173,Instrumentation for neuromodulation.,Rise MT,Arch Med Res. 2000 May-Jun;31(3):237-47.,"The explosion in understanding how the central nervous system (CNS) works affords new opportunities to interact with the nervous system to compensate for dysfunction due to disease or injury. Neuromodulation is a term that describes methods that carry out that interaction based on principles of nerve cell physiology. There currently are two neuromodulation techniques used that require implantable devices-neurostimulation and implantable, chronic drug delivery. This article describes the devices used for neuromodulation, the motivation for the different feature sets of the devices, and the physiological and technological principles underpinning their use.","Electric Stimulation Therapy/*instrumentation, Humans, Movement Disorders/*therapy, *Pain Management",-1
8290041,Megadose corticosteroids in multiple sclerosis.,"Kupersmith MJ, Kaufman D, Paty DW, Ebers G, McFarland H, Johnson K, Reingold S, Whitaker J",Neurology. 1994 Jan;44(1):1-4.,MISSING,"Adrenal Cortex Hormones/*administration & dosage/therapeutic use, Brain/pathology, Clinical Trials as Topic, Cohort Studies, Humans, Injections, Intravenous, Longitudinal Studies, Magnetic Resonance Imaging, Methylprednisolone/administration & dosage/therapeutic use, Multiple Sclerosis/diagnosis/*drug therapy, Prednisone/administration & dosage/therapeutic use, Pulsatile Flow",-1
8740597,An analytical review of 24 controlled clinical trials for fibromyalgia syndrome (FMS).,"White KP, Harth M",Pain. 1996 Feb;64(2):211-9.,"We performed a combined manual and computer search of the FMS literature to identify controlled clinical trials in FMS from 1980 to June 1994 inclusive. Our specific objectives were: 1) to determine which outcome measures have been used in clinical trials for FMS, and the methods utilized to measure these outcomes; 2) to identify which outcome measures were most and least sensitive in distinguishing between treatment groups, and 3) to identify weakness in trial design. Our analysis of 24 clinical trials demonstrates the large diversity of outcome measures and measurement instruments that have been used to detect differences between treatment and placebo in the management of FMS. Whereas certain outcomes, such as self-reported pain and sleep quality, were frequently measured, other clinically important outcomes, such as functional and psychological status, were infrequently included in data collection. Finally, we identified several significant potential sources of bias, including potential flaws in subject selection and group allocation, inadequate randomization, incomplete blinding, errors in outcome measurement, and inappropriate analysis of data.","Clinical Trials as Topic, Female, Fibromyalgia/*drug therapy, Humans, Research Design, Treatment Outcome",-1
12637113,"Gabapentin dosing for neuropathic pain: evidence from randomized, placebo-controlled clinical trials.","Backonja M, Glanzman RL",Clin Ther. 2003 Jan;25(1):81-104.,"BACKGROUND: Pain is one of the most common reasons for seeking medical attention, and neuropathic pain is among the most common types of pain. Despite its prevalence, neuropathic pain is often underrecognized and inadequately treated. Many cases are refractory to the medications traditionally used for pain, such as nonsteroidal anti-inflammatory drugs. Tricyclic antidepressants are considered first-line agents for neuropathic pain, but their use is limited by unwanted side effects and a risk of cardiovascular mortality. OBJECTIVES: The goals of this article were to review data on the efficacy and tolerability of gabapentin in the treatment of neuropathic pain in adults and to determine the optimal dosing schedule. METHODS: Randomized controlled studies of gabapentin for neuropathic pain were identified through a search of PubMed and MEDLINE from 1966 to the present using the search terms gabapentin, randomized, placebo, and pain. Abstracts of identified articles were screened for study size (>100 patients per treatment arm) and use of appropriate efficacy measures. A separate review based on information provided by the manufacturer of gabapentinaand clinical trial Web sites was conducted to ascertain whether there had been any other relevant industry- or government-sponsored trials. The manufacturer provided additional unpublshed study data. RESULTS: Data from 5 randomized, placebo-controlled trials were included in the review, 1 of which has not yet been published. Gabapentin was effective in the treatment of painful diabetic neuropathy, postherpetic neuralgia, and other neuropathic pain syndromes. It relieved symptoms of allodynia, burning pain, shooting pain, and hyperesthesia. Adverse effects were typically mild to moderate and usually subsided within approximately 10 days from the initiation of treatment. Based on available data, it appears that treatment should be started at a dose of 900 mg/d (300 mg/d on day 1, 600 mg/d on day 2, and 900 mg/d on day 3). Additional titration to 1800 mg/d is recommended for greater efficacy. Doses up to 3600 mg/d may be needed in some patients. The effective dose should be individualized according to patient response and tolerability. CONCLUSION: At doses of 1800 to 3600 mg/d, gabapentin was effective and well tolerated in the treatment of adults with neuropathic pain.","Acetates/adverse effects/*therapeutic use, *Amines, Analgesics/adverse effects/*therapeutic use, Analgesics, Opioid/therapeutic use, Anti-Inflammatory Agents, Non-Steroidal/therapeutic use, Anticonvulsants/therapeutic use, Antidepressive Agents, Tricyclic/therapeutic use, *Cyclohexanecarboxylic Acids, Diabetic Neuropathies/drug therapy, Dose-Response Relationship, Drug, Herpesviridae Infections/complications, Humans, Neuralgia/drug therapy/etiology, Pain/*drug therapy/etiology, Peripheral Nervous System Diseases/*complications, Randomized Controlled Trials as Topic, Syndrome, *gamma-Aminobutyric Acid",-1
12858070,Update on cluster headache.,"May A, Leone M",Curr Opin Neurol. 2003 Jun;16(3):333-40.,"PURPOSE OF REVIEW: Although cluster headache has traditionally been thought of as a vascular headache disorder, its periodicity suggests an involvement of central areas such as the hypothalamus. This review covers the past 3 years, which have seen remarkable progress in understanding the pathophysiology of circadian headache syndromes and have brought exciting news. RECENT FINDINGS: As more cluster headache patients are seen by headache specialists, new forms of this well-defined primary headache syndrome are being identified. In addition, we discuss recent findings with regard to abnormalities in the secretion of hormones, genetic influences, neuroimaging of cluster headache attacks, and the use of newer substances as preventive therapy in cluster headache. SUMMARY: We have entered a new diagnostic and therapeutic era in primary headache disorders. In recent reports, the use of deep brain stimulation of the hypothalamus has enabled intractable chronic cluster headache patients to be successfully operated upon. Further research in this field is urgently needed and the recent possibility of combining deep brain stimulation with positron emission tomography will certainly help to unravel the brain circuitry implicated in stimulation-produced analgesia. The time has come to use the evidence for a disorder of circadian rhythm in cluster headache to further the development of chronobiotics in the treatment of this disorder.","*Cluster Headache/epidemiology/genetics/physiopathology/therapy, Electric Stimulation Therapy, Genotype, Humans, Hypothalamus/physiopathology, Phenotype",-1
9285607,Intrathecally administered baclofen for treatment of children with spasticity of cerebral origin.,"Armstrong RW, Steinbok P, Cochrane DD, Kube SD, Fife SE, Farrell K",J Neurosurg. 1997 Sep;87(3):409-14.,"Management of severe spasticity in children is often a difficult problem. Orally administered medications generally offer limited benefits. This study examines the value of intrathecally administered baclofen in the treatment of 19 children with severe spasticity of cerebral origin: eight of whom sustained brain injury associated with trauma, near drowning, or cardiac arrest; 10 with cerebral palsy (spastic quadriplegia); and one child with Leigh's disease. At the time of entry into the study, patients ranged from 4 to 19 years of age, and all were completely dependent on caretakers for activities of daily living. Children who responded positively to a trial dose of intrathecal baclofen underwent insertion of a drug delivery system for continuous infusion. This was followed by a double-blind trial of baclofen or placebo and follow-up review at 3 and 6 months, and yearly thereafter. Seven children did not undergo pump implantation because of excess sedation or poor response. The 12 remaining children have been followed for a period of 1 to 5 years. Favorable responses were present in all 12 children as determined by the Ashworth Scale, with the greatest benefit being reduction of lower limb tone. Except in the case of one child who had reduction in lower limb tone that resulted in difficulty with transfers, the caretakers all reported significant benefits from intrathecal baclofen, with improvement in muscle tone, behavior, sitting, and general ease of care being most commonly noted. Central side effects were seen in some children who received continuous intrathecal baclofen infusion and included hypotension (two patients), bradycardia (two), apnea or respiratory depression (two), and sedation (one). During a total of 568 months of pump operation there were 10 mechanical complications, including two related to pump or side port failure and eight related to catheter kinks, extrusions, or dislodgment. Pump pocket effusion occurred in five children and a cerebrospinal fluid fistula was seen in one child. Local infection occurred in three children and meningitis in two children. The results demonstrate the potential value of continuous intrathecal baclofen infusion for treatment of severe spasticity of cerebral origin. However, this treatment can result in significant complications and more experience is required before the long-term benefits can be determined.","Adolescent, Baclofen/administration & dosage/adverse effects/*therapeutic use, Brain Injuries/*complications, Cerebral Palsy/*complications, Child, Child, Preschool, Humans, Infusion Pumps, Implantable/adverse effects, Infusions, Parenteral/methods, Injections, Spinal/methods, Muscle Relaxants, Central/administration & dosage/adverse effects/*therapeutic, use, Muscle Spasticity/*drug therapy/etiology, Treatment Outcome",-1
9285608,Prospective assessment of continuous intrathecal infusion of baclofen for spasticity caused by acquired brain injury: a preliminary report.,"Meythaler JM, McCary A, Hadley MN",J Neurosurg. 1997 Sep;87(3):415-9.,"Twelve consecutive patients with severe spasticity and hypertonia following acquired brain injury were treated with continuous intrathecal infusion of baclofen via an implanted, programmable infusion pump-catheter system for a minimum of 3 months. In every case intrathecal baclofen therapy resulted in a statistically significant reduction in upper- and lower-extremity tone, spasm frequency, and reflexes, contributing to improved functional abilities. There were no untoward side effects or complications associated with treatment. This preliminary assessment indicates that intrathecal administration of baclofen is effective in treating the disabling spasticity caused by acquired brain injury in selected patients.","Adolescent, Adult, Baclofen/*administration & dosage, Brain Injuries/*complications, Female, Humans, Infusions, Parenteral, Injections, Spinal, Male, Muscle Relaxants, Central/*administration & dosage, Muscle Spasticity/*drug therapy/etiology, Prospective Studies, Severity of Illness Index, Treatment Outcome",-1
10835990,Local anesthetics for the pediatric patient.,Wilder RT,Pediatr Clin North Am. 2000 Jun;47(3):545-58.,"Local anesthetics are often extremely useful in the management of acute, chronic, and procedural pain. They have a low therapeutic ratio, so physicians should not exceed established dosing guidelines for a single bolus or long-term infusions. New local anesthetics that promise better safety and longer duration of action are on the horizon.","Anesthetics, Local/administration & dosage/adverse effects/*therapeutic use, Child, Child, Preschool, Dose-Response Relationship, Drug, Humans, Infant, Infant, Newborn, Pain/*drug therapy",-1
9549249,SSRI discontinuation syndrome related to fluvoxamine.,Benazzi F,J Psychiatry Neurosci. 1998 Mar;23(2):94.,MISSING,"Adult, Female, Fluvoxamine/*adverse effects, Humans, Serotonin Uptake Inhibitors/*adverse effects, Substance Withdrawal Syndrome/*psychology",-1
9616449,Intrathecal baclofen and homeopathy for the treatment of painful muscle spasms associated with malignant spinal cord compression.,"Thompson E, Hicks F",Palliat Med. 1998 Mar;12(2):119-21.,"In this case study we describe a dual approach to the palliation of difficult muscle spasms using intrathecal baclofen via a fully implanted system, together with the homeopathic approach to symptom control. The homeopathy is seen to complement rather than to replace conventional prescribing and using both approaches together appears to have avoided the necessity for increasing drug doses and to have minimized side-effects. As well as encouraging us to take on experience from other disciplines, this case study also suggests that palliative care could be a forum for evaluating the effectiveness of the homeopathic approach in symptom control in carefully designed studies.","Aged, Baclofen/*administration & dosage, Holistic Health, *Homeopathy, Humans, Injections, Spinal, Male, Muscle Relaxants, Central/*administration & dosage, Muscle Spasticity/etiology/*therapy, Pain/prevention & control, Palliative Care/methods, Spasm/therapy, Spinal Cord Compression/*etiology, Spinal Neoplasms/*complications",-1
10023116,An audit of the perceived efficacy and tolerability of gabapentin therapy in an out-patient cohort with chronic epilepsy.,"Langan Y, Duncan JS, Sander JW",Eur Neurol. 1999;41(2):111-3.,"A retrospective audit of the perceived efficacy and tolerability of adjunctive gabapentin (GBT) therapy in patients with intractable epilepsy was carried out. The case-notes of 263 consecutive patients attending a tertiary referral centre in whom GBT had been added to concomitant anti-epileptic drugs were reviewed. There were 119 males (45%); the median age was 35 years (range 15-81 years) and the median duration of epilepsy was 20 years. The median dose of GBT administered was 1,600 mg (range 300-4,800 mg). Twenty-nine patients (11%) had a reduction in seizure frequency of greater than 50% and 7 (3%) achieved seizure freedom of 6 months' duration at least while taking GBT. Side-effects were reported by 169 patients (61%) and in 40 (15%) an increase in seizure frequency of 50% occurred, this being the commonest reason for GBT withdrawal. The median duration of treatment was 4 months (range 0.03-47 months). Ten patients, in whom GBT therapy had proven ineffective in doses of 900-1,800 mg, were rechallenged with doses of 300-4,800 mg. One individual experienced a 50% reduction in seizure frequency and 1 an increase in seizures of at least 50%. GBT was generally well tolerated at high doses and rechallenge of a small number with GBT in doses up to 4,800 mg did not result in further improvement in seizure frequency in the majority.","Acetates/*therapeutic use, Adult, Ambulatory Care, *Amines, Anticonvulsants/*therapeutic use, Chronic Disease, Cohort Studies, *Cyclohexanecarboxylic Acids, Dose-Response Relationship, Drug, Epilepsy/*drug therapy, Female, Follow-Up Studies, Humans, Male, *Medical Audit, Retrospective Studies, Treatment Outcome, *gamma-Aminobutyric Acid",-1
9561971,Potential effects of common drugs on stroke recovery.,Goldstein LB,Arch Neurol. 1998 Apr;55(4):454-6.,Studies in laboratory animals clearly show that the rate and extent of functional recovery after focal brain injury can be modulated by drugs affecting certain neurotransmitters in the central nervous system. Preliminary clinical studies suggest that similar drug effects occur in humans recovering from stroke. Understanding these pharmacological effects is important because several of the classes of drugs that impair recovery in laboratory experiments are used to treat coincident medical problems in patients who have had a stroke.,"Anticonvulsants/therapeutic use, Antidepressive Agents/therapeutic use, Cerebrovascular Disorders/*drug therapy, Dopamine Agents/therapeutic use, GABA Agents/therapeutic use, Humans, Neurotransmitter Agents/therapeutic use, Prognosis, Treatment Outcome",-1
